,step,trainloss,validloss,acc,f1-score
223,223.0,3.5943360328674316,,,
224,224.0,3.8774971961975098,,,
225,225.0,3.3957526683807373,,,
226,226.0,3.5814507007598877,,,
227,227.0,3.639249801635742,,,
228,228.0,3.9866526126861572,,,
229,229.0,3.9157509803771973,,,
230,230.0,3.918454647064209,,,
231,231.0,4.122792720794678,,,
232,232.0,3.18782377243042,,,
233,233.0,3.28916597366333,,,
234,234.0,3.296302556991577,,,
235,235.0,3.2007462978363037,,,
236,236.0,3.515321969985962,,,
237,237.0,3.3768386840820312,,,
238,238.0,2.8426759243011475,,,
239,239.0,2.6368138790130615,,,
240,240.0,3.25927996635437,,,
241,241.0,3.3545589447021484,,,
242,242.0,3.8352670669555664,,,
243,243.0,3.367717742919922,,,
244,244.0,4.217093467712402,,,
245,245.0,3.076050043106079,,,
246,246.0,3.4259209632873535,,,
247,247.0,3.7378809452056885,,,
248,248.0,3.336435317993164,,,
249,249.0,3.3808064460754395,,,
250,250.0,4.10806131362915,,,
251,251.0,3.6946425437927246,,,
252,252.0,3.61614990234375,,,
253,253.0,3.6679391860961914,,,
254,254.0,3.474336624145508,,,
255,255.0,3.7047781944274902,,,
256,256.0,4.0013508796691895,,,
257,257.0,3.391209363937378,,,
258,258.0,4.331740379333496,,,
259,259.0,3.6652541160583496,,,
260,260.0,3.9368767738342285,,,
261,261.0,3.5456972122192383,,,
262,262.0,3.7118005752563477,,,
263,263.0,2.8857853412628174,0.13448820692120175,0.21212121212121213,0.1359721618094824
264,264.0,3.033344030380249,,,
265,265.0,2.427950382232666,,,
266,266.0,3.07657790184021,,,
267,267.0,3.7380781173706055,,,
268,268.0,3.503376007080078,,,
269,269.0,3.5975799560546875,,,
270,270.0,3.1967594623565674,,,
271,271.0,2.735337495803833,,,
272,272.0,3.092571258544922,,,
273,273.0,3.3131766319274902,,,
274,274.0,2.877002716064453,,,
275,275.0,3.5255696773529053,,,
276,276.0,3.0362977981567383,,,
277,277.0,3.265082836151123,,,
278,278.0,3.2875218391418457,,,
279,279.0,3.0725204944610596,,,
280,280.0,2.894531011581421,,,
281,281.0,2.94765305519104,,,
282,282.0,3.553297996520996,,,
283,283.0,3.477243423461914,,,
284,284.0,2.6206071376800537,,,
285,285.0,3.6396193504333496,,,
286,286.0,3.907627582550049,,,
287,287.0,3.480259656906128,,,
288,288.0,3.433925151824951,,,
289,289.0,3.0840039253234863,,,
290,290.0,3.7081751823425293,,,
291,291.0,3.0577123165130615,,,
292,292.0,3.986609935760498,,,
293,293.0,3.1102287769317627,,,
294,294.0,3.20271372795105,,,
295,295.0,3.2676472663879395,,,
296,296.0,3.670012950897217,,,
297,297.0,3.443948268890381,,,
298,298.0,3.453446626663208,,,
299,299.0,2.9568538665771484,,,
300,300.0,3.868680953979492,,,
301,301.0,3.069014072418213,,,
302,302.0,3.4541518688201904,,,
303,303.0,3.4155590534210205,,,
304,304.0,2.4410905838012695,,,
305,305.0,3.270656108856201,,,
306,306.0,3.049525022506714,,,
307,307.0,3.3157296180725098,,,
308,308.0,2.7021257877349854,,,
309,309.0,3.1853506565093994,,,
310,310.0,2.3705265522003174,,,
311,311.0,3.0585520267486572,,,
312,312.0,3.2351436614990234,,,
313,313.0,2.674217939376831,,,
314,314.0,2.456306219100952,,,
315,315.0,3.561838388442993,,,
316,316.0,3.128660202026367,,,
317,317.0,3.2343220710754395,,,
318,318.0,2.976300001144409,,,
319,319.0,3.4596540927886963,,,
320,320.0,2.6525373458862305,,,
321,321.0,2.217869758605957,,,
322,322.0,4.190215587615967,,,
323,323.0,2.121795177459717,,,
324,324.0,2.644516944885254,,,
325,325.0,3.350831985473633,,,
326,326.0,3.415384292602539,,,
327,327.0,3.302023410797119,,,
328,328.0,1.9757522344589233,,,
329,329.0,2.7325761318206787,0.11943848024715077,0.25,0.20579605579605578
330,330.0,2.8503689765930176,,,
331,331.0,3.159381866455078,,,
332,332.0,2.5616002082824707,,,
333,333.0,2.70093035697937,,,
334,334.0,2.4487249851226807,,,
335,335.0,2.4545912742614746,,,
336,336.0,2.7510769367218018,,,
337,337.0,2.9584505558013916,,,
338,338.0,2.824840784072876,,,
339,339.0,2.0240378379821777,,,
340,340.0,3.0023767948150635,,,
341,341.0,2.4900617599487305,,,
342,342.0,2.917440891265869,,,
343,343.0,1.8673679828643799,,,
344,344.0,2.7845401763916016,,,
345,345.0,3.060307264328003,,,
346,346.0,2.6988372802734375,,,
347,347.0,2.801440954208374,,,
348,348.0,1.9292806386947632,,,
349,349.0,2.783195972442627,,,
350,350.0,3.241520881652832,,,
351,351.0,2.3270156383514404,,,
352,352.0,3.286526679992676,,,
353,353.0,2.7003555297851562,,,
354,354.0,2.464582920074463,,,
355,355.0,2.4190995693206787,,,
356,356.0,3.036342144012451,,,
357,357.0,3.161574602127075,,,
358,358.0,2.302760601043701,,,
359,359.0,3.0135695934295654,,,
360,360.0,2.9405529499053955,,,
361,361.0,1.8349378108978271,,,
362,362.0,3.79202938079834,,,
363,363.0,2.440683126449585,,,
364,364.0,2.7292377948760986,,,
365,365.0,2.678077220916748,,,
366,366.0,2.74381160736084,,,
367,367.0,2.4221134185791016,,,
368,368.0,2.522461414337158,,,
369,369.0,2.406576633453369,,,
370,370.0,2.7316226959228516,,,
371,371.0,2.344982862472534,,,
372,372.0,2.79056715965271,,,
373,373.0,3.0013272762298584,,,
374,374.0,2.055158853530884,,,
375,375.0,2.4078946113586426,,,
376,376.0,2.9770424365997314,,,
377,377.0,3.123600959777832,,,
378,378.0,1.8200507164001465,,,
379,379.0,2.8233516216278076,,,
380,380.0,2.480886220932007,,,
381,381.0,2.9076876640319824,,,
382,382.0,2.9720466136932373,,,
383,383.0,2.088759183883667,,,
384,384.0,3.2512056827545166,,,
385,385.0,2.107990264892578,,,
386,386.0,2.813764810562134,,,
387,387.0,2.185523509979248,,,
388,388.0,2.596933603286743,,,
389,389.0,2.5999515056610107,,,
390,390.0,3.0106189250946045,,,
391,391.0,2.123495101928711,,,
392,392.0,2.46056866645813,,,
393,393.0,2.6930675506591797,,,
394,394.0,2.6136717796325684,,,
395,395.0,3.186213254928589,0.10095564885572954,0.3939393939393939,0.32361712361712364
396,396.0,1.7184585332870483,,,
397,397.0,2.253063917160034,,,
398,398.0,2.131707191467285,,,
399,399.0,1.9683470726013184,,,
400,400.0,2.003073215484619,,,
401,401.0,2.464937448501587,,,
402,402.0,2.2776389122009277,,,
403,403.0,2.0562334060668945,,,
404,404.0,2.0929713249206543,,,
405,405.0,2.189565896987915,,,
406,406.0,1.8994817733764648,,,
407,407.0,2.225219964981079,,,
408,408.0,2.221219539642334,,,
409,409.0,2.0542407035827637,,,
410,410.0,2.479694128036499,,,
411,411.0,2.0186915397644043,,,
412,412.0,1.6660228967666626,,,
413,413.0,2.188436508178711,,,
414,414.0,1.6512925624847412,,,
415,415.0,2.402838706970215,,,
416,416.0,2.4832565784454346,,,
417,417.0,1.5119357109069824,,,
418,418.0,1.6909112930297852,,,
419,419.0,1.6690797805786133,,,
420,420.0,1.959311842918396,,,
421,421.0,1.5966764688491821,,,
422,422.0,1.8673245906829834,,,
423,423.0,2.063098430633545,,,
424,424.0,1.771098256111145,,,
425,425.0,1.8278875350952148,,,
426,426.0,1.2125146389007568,,,
427,427.0,1.9904074668884277,,,
428,428.0,2.402656316757202,,,
429,429.0,2.8939547538757324,,,
430,430.0,1.95093834400177,,,
431,431.0,2.7782366275787354,,,
432,432.0,2.98842716217041,,,
433,433.0,1.4544599056243896,,,
434,434.0,1.3586852550506592,,,
435,435.0,1.760146141052246,,,
436,436.0,2.3031415939331055,,,
437,437.0,2.246821880340576,,,
438,438.0,2.2343921661376953,,,
439,439.0,2.8214282989501953,,,
440,440.0,2.349026918411255,,,
441,441.0,2.0812575817108154,,,
442,442.0,2.350703477859497,,,
443,443.0,2.1161272525787354,,,
444,444.0,2.5489394664764404,,,
445,445.0,1.8847931623458862,,,
446,446.0,1.8810958862304688,,,
447,447.0,2.1402170658111572,,,
448,448.0,2.0271830558776855,,,
449,449.0,2.49326229095459,,,
450,450.0,2.6717464923858643,,,
451,451.0,1.4276437759399414,,,
452,452.0,1.9197371006011963,,,
453,453.0,2.651590347290039,,,
454,454.0,1.535210371017456,,,
455,455.0,1.574080228805542,,,
456,456.0,2.2383532524108887,,,
457,457.0,1.9293267726898193,,,
458,458.0,1.6017619371414185,,,
459,459.0,1.801692247390747,,,
460,460.0,2.4028608798980713,,,
461,461.0,2.3112754821777344,0.08223951585365064,0.5151515151515151,0.48246753246753243
462,462.0,2.1117067337036133,,,
463,463.0,1.9446988105773926,,,
464,464.0,1.3716378211975098,,,
465,465.0,1.8401718139648438,,,
466,466.0,1.2127338647842407,,,
467,467.0,1.4357984066009521,,,
468,468.0,1.770845890045166,,,
469,469.0,1.0935763120651245,,,
470,470.0,1.6402920484542847,,,
471,471.0,1.5055545568466187,,,
472,472.0,1.0689972639083862,,,
473,473.0,1.3305248022079468,,,
474,474.0,1.3981397151947021,,,
475,475.0,2.731752395629883,,,
476,476.0,1.5405421257019043,,,
477,477.0,1.7432544231414795,,,
478,478.0,2.066474199295044,,,
479,479.0,1.3789690732955933,,,
480,480.0,2.0886683464050293,,,
481,481.0,1.2078213691711426,,,
482,482.0,0.9416823387145996,,,
483,483.0,1.5500330924987793,,,
484,484.0,1.5142515897750854,,,
485,485.0,1.53848397731781,,,
486,486.0,1.0030585527420044,,,
487,487.0,1.9028704166412354,,,
488,488.0,0.9399012923240662,,,
489,489.0,1.8174872398376465,,,
490,490.0,1.0039894580841064,,,
491,491.0,1.368188500404358,,,
492,492.0,1.7921799421310425,,,
493,493.0,1.8576854467391968,,,
494,494.0,1.4600369930267334,,,
495,495.0,0.9574251174926758,,,
496,496.0,1.5388787984848022,,,
497,497.0,1.397101879119873,,,
498,498.0,1.1434763669967651,,,
499,499.0,1.4472146034240723,,,
500,500.0,1.8182151317596436,,,
501,501.0,1.5338129997253418,,,
502,502.0,1.1638199090957642,,,
503,503.0,1.129250407218933,,,
504,504.0,1.5029352903366089,,,
505,505.0,1.71023428440094,,,
506,506.0,1.9890615940093994,,,
507,507.0,1.9289110898971558,,,
508,508.0,1.2383664846420288,,,
509,509.0,1.981858253479004,,,
510,510.0,1.1498334407806396,,,
511,511.0,1.5081604719161987,,,
512,512.0,1.5278093814849854,,,
513,513.0,2.499016284942627,,,
514,514.0,1.5622093677520752,,,
515,515.0,1.5830079317092896,,,
516,516.0,1.3737512826919556,,,
517,517.0,2.1659557819366455,,,
518,518.0,1.3333408832550049,,,
519,519.0,1.5107413530349731,,,
520,520.0,1.8795015811920166,,,
521,521.0,1.6703382730484009,,,
522,522.0,1.6465485095977783,,,
523,523.0,1.3951103687286377,,,
524,524.0,1.3023995161056519,,,
525,525.0,1.167668342590332,,,
526,526.0,1.5415672063827515,,,
527,527.0,1.2850810289382935,0.06857214913223729,0.5606060606060606,0.5402236652236652
528,528.0,1.2030322551727295,,,
529,529.0,1.9139690399169922,,,
530,530.0,1.3898872137069702,,,
531,531.0,1.1078100204467773,,,
532,532.0,1.5936479568481445,,,
533,533.0,1.0214784145355225,,,
534,534.0,1.2037941217422485,,,
535,535.0,0.8767410516738892,,,
536,536.0,0.8917281031608582,,,
537,537.0,1.5298209190368652,,,
538,538.0,0.7811878323554993,,,
539,539.0,0.4865829050540924,,,
540,540.0,1.7569754123687744,,,
541,541.0,1.066468596458435,,,
542,542.0,1.4281096458435059,,,
543,543.0,0.6168006658554077,,,
544,544.0,1.1057571172714233,,,
545,545.0,1.2102832794189453,,,
546,546.0,0.7657757997512817,,,
547,547.0,0.47989922761917114,,,
548,548.0,1.347926139831543,,,
549,549.0,1.0383734703063965,,,
550,550.0,1.643038272857666,,,
551,551.0,1.3004227876663208,,,
552,552.0,0.7311436533927917,,,
553,553.0,0.7634534239768982,,,
554,554.0,1.3255352973937988,,,
555,555.0,0.8250301480293274,,,
556,556.0,1.6603772640228271,,,
557,557.0,1.2320671081542969,,,
558,558.0,1.6039245128631592,,,
559,559.0,1.6138043403625488,,,
560,560.0,1.1973997354507446,,,
561,561.0,1.1644585132598877,,,
562,562.0,1.379502773284912,,,
563,563.0,1.1570713520050049,,,
564,564.0,0.8735301494598389,,,
565,565.0,0.943743109703064,,,
566,566.0,1.4543839693069458,,,
567,567.0,1.1229320764541626,,,
568,568.0,1.0409049987792969,,,
569,569.0,0.8906396627426147,,,
570,570.0,0.7218239903450012,,,
571,571.0,0.9729369282722473,,,
572,572.0,1.2944374084472656,,,
573,573.0,1.4863440990447998,,,
574,574.0,0.8265390992164612,,,
575,575.0,1.514194369316101,,,
576,576.0,0.9200214147567749,,,
577,577.0,0.7816563844680786,,,
578,578.0,1.0669596195220947,,,
579,579.0,0.7649946808815002,,,
580,580.0,1.3734850883483887,,,
581,581.0,1.4397857189178467,,,
582,582.0,1.0637911558151245,,,
583,583.0,1.427943468093872,,,
584,584.0,0.7426795959472656,,,
585,585.0,1.247719407081604,,,
586,586.0,1.2481454610824585,,,
587,587.0,0.9435437321662903,,,
588,588.0,0.6622737646102905,,,
589,589.0,1.198221206665039,,,
590,590.0,0.8769446015357971,,,
591,591.0,1.325132966041565,,,
592,592.0,1.2471742630004883,,,
593,593.0,0.9811943769454956,0.052769604957464966,0.6742424242424242,0.638961038961039
594,594.0,0.8624150156974792,,,
595,595.0,0.7446578741073608,,,
596,596.0,0.5268663167953491,,,
597,597.0,0.7975283861160278,,,
598,598.0,0.8477787375450134,,,
599,599.0,1.274292230606079,,,
600,600.0,1.1378268003463745,,,
601,601.0,1.0226720571517944,,,
602,602.0,0.7708327174186707,,,
603,603.0,0.9237979054450989,,,
604,604.0,0.5404574275016785,,,
605,605.0,0.7261409759521484,,,
606,606.0,1.2340061664581299,,,
607,607.0,1.0132231712341309,,,
608,608.0,0.473459392786026,,,
609,609.0,1.2337325811386108,,,
610,610.0,0.6255502700805664,,,
611,611.0,0.9828524589538574,,,
612,612.0,0.7584282159805298,,,
613,613.0,0.8506148457527161,,,
614,614.0,1.7037795782089233,,,
615,615.0,0.6948121190071106,,,
616,616.0,0.797828733921051,,,
617,617.0,0.5034648776054382,,,
618,618.0,0.32417774200439453,,,
619,619.0,0.4797914922237396,,,
620,620.0,1.0097817182540894,,,
621,621.0,0.925108790397644,,,
622,622.0,0.8621029257774353,,,
623,623.0,0.4974558353424072,,,
624,624.0,0.5191853046417236,,,
625,625.0,1.3036388158798218,,,
626,626.0,0.8427824378013611,,,
627,627.0,1.0662033557891846,,,
628,628.0,1.4740703105926514,,,
629,629.0,1.1151726245880127,,,
630,630.0,0.7949651479721069,,,
631,631.0,0.8845082521438599,,,
632,632.0,0.5290212035179138,,,
633,633.0,0.9338259696960449,,,
634,634.0,0.9726790189743042,,,
635,635.0,0.555281937122345,,,
636,636.0,0.8493303656578064,,,
637,637.0,0.6734021306037903,,,
638,638.0,1.082095980644226,,,
639,639.0,0.7927538156509399,,,
640,640.0,1.2686775922775269,,,
641,641.0,0.6107596755027771,,,
642,642.0,0.7958952188491821,,,
643,643.0,0.9848581552505493,,,
644,644.0,0.7222000360488892,,,
645,645.0,0.5347604751586914,,,
646,646.0,0.5412416458129883,,,
647,647.0,0.8078774809837341,,,
648,648.0,0.8334744572639465,,,
649,649.0,0.7205573320388794,,,
650,650.0,0.5744604468345642,,,
651,651.0,1.0223844051361084,,,
652,652.0,0.7777918577194214,,,
653,653.0,0.6247929334640503,,,
654,654.0,0.5626950860023499,,,
655,655.0,1.0025097131729126,,,
656,656.0,0.8006884455680847,,,
657,657.0,0.54677814245224,,,
658,658.0,0.8371082544326782,,,
659,659.0,0.9758800268173218,0.04643800403132583,0.7045454545454546,0.6873737373737374
660,660.0,0.458086222410202,,,
661,661.0,0.7016444802284241,,,
662,662.0,0.49828875064849854,,,
663,663.0,0.5665096044540405,,,
664,664.0,0.7489164471626282,,,
665,665.0,0.29247257113456726,,,
666,666.0,0.5061536431312561,,,
667,667.0,0.6911893486976624,,,
668,668.0,0.35750269889831543,,,
669,669.0,0.671516478061676,,,
670,670.0,0.8857216238975525,,,
671,671.0,0.43223488330841064,,,
672,672.0,0.724162220954895,,,
673,673.0,0.47559085488319397,,,
674,674.0,0.47747957706451416,,,
675,675.0,0.3412134647369385,,,
676,676.0,0.34559521079063416,,,
677,677.0,1.1265193223953247,,,
678,678.0,0.35418158769607544,,,
679,679.0,0.7261857986450195,,,
680,680.0,0.4135470390319824,,,
681,681.0,1.250748634338379,,,
682,682.0,0.635356068611145,,,
683,683.0,0.981259286403656,,,
684,684.0,0.8795063495635986,,,
685,685.0,0.2756636440753937,,,
686,686.0,0.4642648696899414,,,
687,687.0,0.3466649055480957,,,
688,688.0,0.6145406365394592,,,
689,689.0,0.7676016092300415,,,
690,690.0,0.8510114550590515,,,
691,691.0,1.0190730094909668,,,
692,692.0,0.6650909185409546,,,
693,693.0,0.7496759295463562,,,
694,694.0,0.6832067966461182,,,
695,695.0,0.38979342579841614,,,
696,696.0,0.7494804859161377,,,
697,697.0,0.40486210584640503,,,
698,698.0,0.38789522647857666,,,
699,699.0,0.9550036191940308,,,
700,700.0,0.4489758312702179,,,
701,701.0,0.3937281370162964,,,
702,702.0,0.7158920764923096,,,
703,703.0,0.7062541842460632,,,
704,704.0,0.5439427495002747,,,
705,705.0,0.5579430460929871,,,
706,706.0,0.3870331048965454,,,
707,707.0,0.6689886450767517,,,
708,708.0,0.5605605840682983,,,
709,709.0,0.4442022144794464,,,
710,710.0,0.8796864151954651,,,
711,711.0,0.72206050157547,,,
712,712.0,0.6490848660469055,,,
713,713.0,0.418966144323349,,,
714,714.0,0.4567711353302002,,,
715,715.0,1.1810352802276611,,,
716,716.0,0.5851422548294067,,,
717,717.0,0.3473300337791443,,,
718,718.0,0.6356556415557861,,,
719,719.0,0.2625075876712799,,,
720,720.0,0.4971400201320648,,,
721,721.0,0.8484970927238464,,,
722,722.0,0.6042879819869995,,,
723,723.0,0.5929808616638184,,,
724,724.0,0.6631031036376953,,,
725,725.0,0.3346349596977234,0.04015412023573211,0.7272727272727273,0.7055555555555555
726,726.0,0.5209595561027527,,,
727,727.0,0.5504966378211975,,,
728,728.0,0.6393122673034668,,,
729,729.0,0.33387041091918945,,,
730,730.0,0.31397774815559387,,,
731,731.0,0.5673630833625793,,,
732,732.0,0.39046716690063477,,,
733,733.0,0.40323755145072937,,,
734,734.0,0.36351874470710754,,,
735,735.0,0.9800083041191101,,,
736,736.0,0.6054970026016235,,,
737,737.0,0.3709971308708191,,,
738,738.0,0.5034292340278625,,,
739,739.0,0.27454617619514465,,,
740,740.0,0.4515608847141266,,,
741,741.0,0.35229986906051636,,,
742,742.0,0.28329870104789734,,,
743,743.0,0.6109930276870728,,,
744,744.0,0.4533519744873047,,,
745,745.0,0.5794849991798401,,,
746,746.0,0.743228554725647,,,
747,747.0,0.4493404030799866,,,
748,748.0,0.4321903586387634,,,
749,749.0,0.4728013575077057,,,
750,750.0,0.3952508866786957,,,
751,751.0,0.2890520691871643,,,
752,752.0,0.4229423701763153,,,
753,753.0,0.7065739035606384,,,
754,754.0,0.4425894320011139,,,
755,755.0,0.5676018595695496,,,
756,756.0,0.26376771926879883,,,
757,757.0,0.5501796007156372,,,
758,758.0,0.3137565851211548,,,
759,759.0,0.8137217164039612,,,
760,760.0,0.2950863540172577,,,
761,761.0,0.23807381093502045,,,
762,762.0,0.7730376720428467,,,
763,763.0,0.6372305750846863,,,
764,764.0,0.35124996304512024,,,
765,765.0,0.4647969901561737,,,
766,766.0,0.7801495790481567,,,
767,767.0,0.6099210977554321,,,
768,768.0,0.5205521583557129,,,
769,769.0,0.47609785199165344,,,
770,770.0,0.3495525121688843,,,
771,771.0,0.3705762028694153,,,
772,772.0,0.36764946579933167,,,
773,773.0,0.23804034292697906,,,
774,774.0,0.494358092546463,,,
775,775.0,0.19882875680923462,,,
776,776.0,0.24875369668006897,,,
777,777.0,0.8259180784225464,,,
